Financial_Year,Tax_Gap_Billion,Source_Publication_Year,Tax_Type
2022-23,0.1,2025,Macro Tax Summary - Excise duty (Breakdown 3)
2023-24,0.1,2025,Macro Tax Summary - Excise duty (Breakdown 3)
2005-06,0.3,2022,Macro Tax Summary - Excise duty (Breakdown 4)
2005-06,0.7,2023,Macro Tax Summary - Excise duty (Breakdown 4)
2005-06,0.7,2025,Macro Tax Summary - Excise duty (Breakdown 4)
2006-07,0.5,2022,Macro Tax Summary - Excise duty (Breakdown 4)
2006-07,0.7,2023,Macro Tax Summary - Excise duty (Breakdown 4)
2006-07,0.7,2025,Macro Tax Summary - Excise duty (Breakdown 4)
2007-08,0.4,2022,Macro Tax Summary - Excise duty (Breakdown 4)
2007-08,0.6,2023,Macro Tax Summary - Excise duty (Breakdown 4)
2007-08,0.6,2025,Macro Tax Summary - Excise duty (Breakdown 4)
2008-09,0.5,2022,Macro Tax Summary - Excise duty (Breakdown 4)
2008-09,0.8,2023,Macro Tax Summary - Excise duty (Breakdown 4)
2008-09,0.8,2025,Macro Tax Summary - Excise duty (Breakdown 4)
2009-10,0.4,2022,Macro Tax Summary - Excise duty (Breakdown 4)
2009-10,0.7,2023,Macro Tax Summary - Excise duty (Breakdown 4)
2009-10,0.7,2025,Macro Tax Summary - Excise duty (Breakdown 4)
2010-11,0.4,2022,Macro Tax Summary - Excise duty (Breakdown 4)
2010-11,0.4,2023,Macro Tax Summary - Excise duty (Breakdown 4)
2010-11,0.4,2025,Macro Tax Summary - Excise duty (Breakdown 4)
2011-12,0.4,2022,Macro Tax Summary - Excise duty (Breakdown 4)
2011-12,0.2,2023,Macro Tax Summary - Excise duty (Breakdown 4)
2011-12,0.2,2025,Macro Tax Summary - Excise duty (Breakdown 4)
2012-13,0.4,2022,Macro Tax Summary - Excise duty (Breakdown 4)
2012-13,0.1,2023,Macro Tax Summary - Excise duty (Breakdown 4)
2012-13,0.1,2025,Macro Tax Summary - Excise duty (Breakdown 4)
2013-14,0.8,2022,Macro Tax Summary - Excise duty (Breakdown 4)
2013-14,0.1,2023,Macro Tax Summary - Excise duty (Breakdown 4)
2013-14,0.1,2025,Macro Tax Summary - Excise duty (Breakdown 4)
2014-15,0.7,2022,Macro Tax Summary - Excise duty (Breakdown 4)
2014-15,0.1,2023,Macro Tax Summary - Excise duty (Breakdown 4)
2014-15,0.1,2025,Macro Tax Summary - Excise duty (Breakdown 4)
2015-16,0.7,2022,Macro Tax Summary - Excise duty (Breakdown 4)
2015-16,0.1,2023,Macro Tax Summary - Excise duty (Breakdown 4)
2015-16,0.1,2025,Macro Tax Summary - Excise duty (Breakdown 4)
2016-17,0.7,2022,Macro Tax Summary - Excise duty (Breakdown 4)
2016-17,0.1,2023,Macro Tax Summary - Excise duty (Breakdown 4)
2016-17,0.1,2025,Macro Tax Summary - Excise duty (Breakdown 4)
2017-18,0.6,2022,Macro Tax Summary - Excise duty (Breakdown 4)
2017-18,0.1,2023,Macro Tax Summary - Excise duty (Breakdown 4)
2017-18,0.1,2025,Macro Tax Summary - Excise duty (Breakdown 4)
2018-19,0.7,2022,Macro Tax Summary - Excise duty (Breakdown 4)
2018-19,0.1,2023,Macro Tax Summary - Excise duty (Breakdown 4)
2018-19,0.1,2025,Macro Tax Summary - Excise duty (Breakdown 4)
2019-20,0.6,2022,Macro Tax Summary - Excise duty (Breakdown 4)
2019-20,0.1,2023,Macro Tax Summary - Excise duty (Breakdown 4)
2019-20,0.1,2025,Macro Tax Summary - Excise duty (Breakdown 4)
2020-21,0.7,2022,Macro Tax Summary - Excise duty (Breakdown 4)
2020-21,0.1,2023,Macro Tax Summary - Excise duty (Breakdown 4)
2020-21,0.1,2025,Macro Tax Summary - Excise duty (Breakdown 4)
2021-22,0.1,2023,Macro Tax Summary - Excise duty (Breakdown 4)
2021-22,0.1,2025,Macro Tax Summary - Excise duty (Breakdown 4)
2005-06,3.7,2022,Macro Tax Summary - Excise duty (Breakdown 5)
2005-06,0.3,2023,Macro Tax Summary - Excise duty (Breakdown 5)
2005-06,0.4,2025,Macro Tax Summary - Excise duty (Breakdown 5)
2006-07,3.9,2022,Macro Tax Summary - Excise duty (Breakdown 5)
2006-07,0.5,2023,Macro Tax Summary - Excise duty (Breakdown 5)
2006-07,0.5,2025,Macro Tax Summary - Excise duty (Breakdown 5)
2007-08,3.1,2022,Macro Tax Summary - Excise duty (Breakdown 5)
2007-08,0.4,2023,Macro Tax Summary - Excise duty (Breakdown 5)
2007-08,0.4,2025,Macro Tax Summary - Excise duty (Breakdown 5)
2008-09,3.7,2022,Macro Tax Summary - Excise duty (Breakdown 5)
2008-09,0.5,2023,Macro Tax Summary - Excise duty (Breakdown 5)
2008-09,0.5,2025,Macro Tax Summary - Excise duty (Breakdown 5)
2009-10,3.4,2022,Macro Tax Summary - Excise duty (Breakdown 5)
2009-10,0.4,2023,Macro Tax Summary - Excise duty (Breakdown 5)
2009-10,0.4,2025,Macro Tax Summary - Excise duty (Breakdown 5)
2010-11,2.8,2022,Macro Tax Summary - Excise duty (Breakdown 5)
2010-11,0.4,2023,Macro Tax Summary - Excise duty (Breakdown 5)
2010-11,0.4,2025,Macro Tax Summary - Excise duty (Breakdown 5)
2011-12,2.5,2022,Macro Tax Summary - Excise duty (Breakdown 5)
2011-12,0.4,2023,Macro Tax Summary - Excise duty (Breakdown 5)
2011-12,0.4,2025,Macro Tax Summary - Excise duty (Breakdown 5)
2012-13,2.7,2022,Macro Tax Summary - Excise duty (Breakdown 5)
2012-13,0.4,2023,Macro Tax Summary - Excise duty (Breakdown 5)
2012-13,0.4,2025,Macro Tax Summary - Excise duty (Breakdown 5)
2013-14,3.7,2022,Macro Tax Summary - Excise duty (Breakdown 5)
2013-14,0.8,2023,Macro Tax Summary - Excise duty (Breakdown 5)
2013-14,0.8,2025,Macro Tax Summary - Excise duty (Breakdown 5)
2014-15,2.9,2022,Macro Tax Summary - Excise duty (Breakdown 5)
2014-15,0.7,2023,Macro Tax Summary - Excise duty (Breakdown 5)
2014-15,0.7,2025,Macro Tax Summary - Excise duty (Breakdown 5)
2015-16,3.4,2022,Macro Tax Summary - Excise duty (Breakdown 5)
2015-16,0.7,2023,Macro Tax Summary - Excise duty (Breakdown 5)
2015-16,0.7,2025,Macro Tax Summary - Excise duty (Breakdown 5)
2016-17,3.3,2022,Macro Tax Summary - Excise duty (Breakdown 5)
2016-17,0.7,2023,Macro Tax Summary - Excise duty (Breakdown 5)
2016-17,0.7,2025,Macro Tax Summary - Excise duty (Breakdown 5)
2017-18,2.9,2022,Macro Tax Summary - Excise duty (Breakdown 5)
2017-18,0.6,2023,Macro Tax Summary - Excise duty (Breakdown 5)
2017-18,0.6,2025,Macro Tax Summary - Excise duty (Breakdown 5)
2018-19,3.3,2022,Macro Tax Summary - Excise duty (Breakdown 5)
2018-19,0.7,2023,Macro Tax Summary - Excise duty (Breakdown 5)
2018-19,0.7,2025,Macro Tax Summary - Excise duty (Breakdown 5)
2019-20,3.3,2022,Macro Tax Summary - Excise duty (Breakdown 5)
2019-20,0.7,2023,Macro Tax Summary - Excise duty (Breakdown 5)
2019-20,0.6,2025,Macro Tax Summary - Excise duty (Breakdown 5)
2020-21,3.5,2022,Macro Tax Summary - Excise duty (Breakdown 5)
2020-21,0.7,2023,Macro Tax Summary - Excise duty (Breakdown 5)
2020-21,0.7,2025,Macro Tax Summary - Excise duty (Breakdown 5)
2021-22,0.5,2023,Macro Tax Summary - Excise duty (Breakdown 5)
2021-22,0.5,2025,Macro Tax Summary - Excise duty (Breakdown 5)
2022-23,0.4,2025,Macro Tax Summary - Excise duty (Breakdown 5)
2023-24,0.9,2025,Macro Tax Summary - Excise duty (Breakdown 5)
2005-06,3.7,2023,Macro Tax Summary - Excise duty (Breakdown 6)
2005-06,3.7,2025,Macro Tax Summary - Excise duty (Breakdown 6)
2006-07,3.9,2023,Macro Tax Summary - Excise duty (Breakdown 6)
2006-07,3.9,2025,Macro Tax Summary - Excise duty (Breakdown 6)
2007-08,3.1,2023,Macro Tax Summary - Excise duty (Breakdown 6)
2007-08,3.2,2025,Macro Tax Summary - Excise duty (Breakdown 6)
2008-09,3.7,2023,Macro Tax Summary - Excise duty (Breakdown 6)
2008-09,3.7,2025,Macro Tax Summary - Excise duty (Breakdown 6)
2009-10,3.4,2023,Macro Tax Summary - Excise duty (Breakdown 6)
2009-10,3.4,2025,Macro Tax Summary - Excise duty (Breakdown 6)
2010-11,2.8,2023,Macro Tax Summary - Excise duty (Breakdown 6)
2010-11,2.8,2025,Macro Tax Summary - Excise duty (Breakdown 6)
2011-12,2.5,2023,Macro Tax Summary - Excise duty (Breakdown 6)
2011-12,2.5,2025,Macro Tax Summary - Excise duty (Breakdown 6)
2012-13,2.7,2023,Macro Tax Summary - Excise duty (Breakdown 6)
2012-13,2.7,2025,Macro Tax Summary - Excise duty (Breakdown 6)
2013-14,3.7,2023,Macro Tax Summary - Excise duty (Breakdown 6)
2013-14,3.7,2025,Macro Tax Summary - Excise duty (Breakdown 6)
2014-15,2.9,2023,Macro Tax Summary - Excise duty (Breakdown 6)
2014-15,2.8,2025,Macro Tax Summary - Excise duty (Breakdown 6)
2015-16,3.4,2023,Macro Tax Summary - Excise duty (Breakdown 6)
2015-16,3.5,2025,Macro Tax Summary - Excise duty (Breakdown 6)
2016-17,3.3,2023,Macro Tax Summary - Excise duty (Breakdown 6)
2016-17,3.4,2025,Macro Tax Summary - Excise duty (Breakdown 6)
2017-18,2.7,2023,Macro Tax Summary - Excise duty (Breakdown 6)
2017-18,2.9,2025,Macro Tax Summary - Excise duty (Breakdown 6)
2018-19,3.3,2023,Macro Tax Summary - Excise duty (Breakdown 6)
2018-19,3.3,2025,Macro Tax Summary - Excise duty (Breakdown 6)
2019-20,3.6,2023,Macro Tax Summary - Excise duty (Breakdown 6)
2019-20,3.1,2025,Macro Tax Summary - Excise duty (Breakdown 6)
2020-21,3.8,2023,Macro Tax Summary - Excise duty (Breakdown 6)
2020-21,3.4,2025,Macro Tax Summary - Excise duty (Breakdown 6)
2021-22,3.4,2023,Macro Tax Summary - Excise duty (Breakdown 6)
2021-22,2.9,2025,Macro Tax Summary - Excise duty (Breakdown 6)
2022-23,2.4,2025,Macro Tax Summary - Excise duty (Breakdown 6)
2023-24,3.1,2025,Macro Tax Summary - Excise duty (Breakdown 6)
2005-06,4.7,2025,"Macro Tax Summary - Income Tax, NICs, Capital Gains Tax (Breakdown 1)"
2006-07,4.7,2025,"Macro Tax Summary - Income Tax, NICs, Capital Gains Tax (Breakdown 1)"
2007-08,5.8,2025,"Macro Tax Summary - Income Tax, NICs, Capital Gains Tax (Breakdown 1)"
2008-09,4.6,2025,"Macro Tax Summary - Income Tax, NICs, Capital Gains Tax (Breakdown 1)"
2009-10,4.7,2025,"Macro Tax Summary - Income Tax, NICs, Capital Gains Tax (Breakdown 1)"
2010-11,5.8,2025,"Macro Tax Summary - Income Tax, NICs, Capital Gains Tax (Breakdown 1)"
2011-12,5.5,2025,"Macro Tax Summary - Income Tax, NICs, Capital Gains Tax (Breakdown 1)"
2012-13,7.4,2025,"Macro Tax Summary - Income Tax, NICs, Capital Gains Tax (Breakdown 1)"
2013-14,8.5,2025,"Macro Tax Summary - Income Tax, NICs, Capital Gains Tax (Breakdown 1)"
2014-15,6.6,2025,"Macro Tax Summary - Income Tax, NICs, Capital Gains Tax (Breakdown 1)"
2015-16,6.7,2025,"Macro Tax Summary - Income Tax, NICs, Capital Gains Tax (Breakdown 1)"
2016-17,5.5,2025,"Macro Tax Summary - Income Tax, NICs, Capital Gains Tax (Breakdown 1)"
2017-18,5.7,2025,"Macro Tax Summary - Income Tax, NICs, Capital Gains Tax (Breakdown 1)"
2018-19,7.6,2025,"Macro Tax Summary - Income Tax, NICs, Capital Gains Tax (Breakdown 1)"
2019-20,7.1,2025,"Macro Tax Summary - Income Tax, NICs, Capital Gains Tax (Breakdown 1)"
2020-21,7.4,2025,"Macro Tax Summary - Income Tax, NICs, Capital Gains Tax (Breakdown 1)"
2021-22,9.2,2025,"Macro Tax Summary - Income Tax, NICs, Capital Gains Tax (Breakdown 1)"
2022-23,8.2,2025,"Macro Tax Summary - Income Tax, NICs, Capital Gains Tax (Breakdown 1)"
2023-24,8.7,2025,"Macro Tax Summary - Income Tax, NICs, Capital Gains Tax (Breakdown 1)"
2005-06,3.3,2025,"Macro Tax Summary - Income Tax, NICs, Capital Gains Tax (Breakdown 2)"
2006-07,3.2,2025,"Macro Tax Summary - Income Tax, NICs, Capital Gains Tax (Breakdown 2)"
2007-08,3.5,2025,"Macro Tax Summary - Income Tax, NICs, Capital Gains Tax (Breakdown 2)"
2008-09,3.0,2025,"Macro Tax Summary - Income Tax, NICs, Capital Gains Tax (Breakdown 2)"
2009-10,3.4,2025,"Macro Tax Summary - Income Tax, NICs, Capital Gains Tax (Breakdown 2)"
2010-11,3.9,2025,"Macro Tax Summary - Income Tax, NICs, Capital Gains Tax (Breakdown 2)"
2011-12,3.6,2025,"Macro Tax Summary - Income Tax, NICs, Capital Gains Tax (Breakdown 2)"
2012-13,3.4,2025,"Macro Tax Summary - Income Tax, NICs, Capital Gains Tax (Breakdown 2)"
2013-14,3.9,2025,"Macro Tax Summary - Income Tax, NICs, Capital Gains Tax (Breakdown 2)"
2014-15,3.5,2025,"Macro Tax Summary - Income Tax, NICs, Capital Gains Tax (Breakdown 2)"
2015-16,3.7,2025,"Macro Tax Summary - Income Tax, NICs, Capital Gains Tax (Breakdown 2)"
2016-17,3.5,2025,"Macro Tax Summary - Income Tax, NICs, Capital Gains Tax (Breakdown 2)"
2017-18,3.3,2025,"Macro Tax Summary - Income Tax, NICs, Capital Gains Tax (Breakdown 2)"
2018-19,2.8,2025,"Macro Tax Summary - Income Tax, NICs, Capital Gains Tax (Breakdown 2)"
2019-20,3.3,2025,"Macro Tax Summary - Income Tax, NICs, Capital Gains Tax (Breakdown 2)"
2020-21,3.0,2025,"Macro Tax Summary - Income Tax, NICs, Capital Gains Tax (Breakdown 2)"
2021-22,3.6,2025,"Macro Tax Summary - Income Tax, NICs, Capital Gains Tax (Breakdown 2)"
2022-23,3.6,2025,"Macro Tax Summary - Income Tax, NICs, Capital Gains Tax (Breakdown 2)"
2023-24,3.9,2025,"Macro Tax Summary - Income Tax, NICs, Capital Gains Tax (Breakdown 2)"
2005-06,1.5,2025,"Macro Tax Summary - Income Tax, NICs, Capital Gains Tax (Breakdown 3)"
2006-07,1.6,2025,"Macro Tax Summary - Income Tax, NICs, Capital Gains Tax (Breakdown 3)"
2007-08,0.9,2025,"Macro Tax Summary - Income Tax, NICs, Capital Gains Tax (Breakdown 3)"
2008-09,1.0,2025,"Macro Tax Summary - Income Tax, NICs, Capital Gains Tax (Breakdown 3)"
2009-10,1.2,2025,"Macro Tax Summary - Income Tax, NICs, Capital Gains Tax (Breakdown 3)"
2010-11,1.4,2025,"Macro Tax Summary - Income Tax, NICs, Capital Gains Tax (Breakdown 3)"
2011-12,1.3,2025,"Macro Tax Summary - Income Tax, NICs, Capital Gains Tax (Breakdown 3)"
2012-13,1.4,2025,"Macro Tax Summary - Income Tax, NICs, Capital Gains Tax (Breakdown 3)"
2013-14,1.1,2025,"Macro Tax Summary - Income Tax, NICs, Capital Gains Tax (Breakdown 3)"
2014-15,0.9,2025,"Macro Tax Summary - Income Tax, NICs, Capital Gains Tax (Breakdown 3)"
2015-16,0.8,2025,"Macro Tax Summary - Income Tax, NICs, Capital Gains Tax (Breakdown 3)"
2016-17,0.9,2025,"Macro Tax Summary - Income Tax, NICs, Capital Gains Tax (Breakdown 3)"
2017-18,0.5,2025,"Macro Tax Summary - Income Tax, NICs, Capital Gains Tax (Breakdown 3)"
2018-19,0.4,2025,"Macro Tax Summary - Income Tax, NICs, Capital Gains Tax (Breakdown 3)"
2019-20,0.3,2025,"Macro Tax Summary - Income Tax, NICs, Capital Gains Tax (Breakdown 3)"
2020-21,0.3,2025,"Macro Tax Summary - Income Tax, NICs, Capital Gains Tax (Breakdown 3)"
2021-22,0.2,2025,"Macro Tax Summary - Income Tax, NICs, Capital Gains Tax (Breakdown 3)"
2022-23,0.2,2025,"Macro Tax Summary - Income Tax, NICs, Capital Gains Tax (Breakdown 3)"
2023-24,0.2,2025,"Macro Tax Summary - Income Tax, NICs, Capital Gains Tax (Breakdown 3)"
2005-06,1.3,2025,"Macro Tax Summary - Income Tax, NICs, Capital Gains Tax (Breakdown 4)"
2006-07,1.3,2025,"Macro Tax Summary - Income Tax, NICs, Capital Gains Tax (Breakdown 4)"
2007-08,1.3,2025,"Macro Tax Summary - Income Tax, NICs, Capital Gains Tax (Breakdown 4)"
2008-09,1.3,2025,"Macro Tax Summary - Income Tax, NICs, Capital Gains Tax (Breakdown 4)"
2009-10,1.3,2025,"Macro Tax Summary - Income Tax, NICs, Capital Gains Tax (Breakdown 4)"
2010-11,1.3,2025,"Macro Tax Summary - Income Tax, NICs, Capital Gains Tax (Breakdown 4)"
2011-12,1.4,2025,"Macro Tax Summary - Income Tax, NICs, Capital Gains Tax (Breakdown 4)"
2012-13,1.4,2025,"Macro Tax Summary - Income Tax, NICs, Capital Gains Tax (Breakdown 4)"
2013-14,1.4,2025,"Macro Tax Summary - Income Tax, NICs, Capital Gains Tax (Breakdown 4)"
2014-15,1.5,2025,"Macro Tax Summary - Income Tax, NICs, Capital Gains Tax (Breakdown 4)"
2015-16,1.5,2025,"Macro Tax Summary - Income Tax, NICs, Capital Gains Tax (Breakdown 4)"
2016-17,1.5,2025,"Macro Tax Summary - Income Tax, NICs, Capital Gains Tax (Breakdown 4)"
2017-18,1.4,2025,"Macro Tax Summary - Income Tax, NICs, Capital Gains Tax (Breakdown 4)"
2018-19,1.4,2025,"Macro Tax Summary - Income Tax, NICs, Capital Gains Tax (Breakdown 4)"
2019-20,1.3,2025,"Macro Tax Summary - Income Tax, NICs, Capital Gains Tax (Breakdown 4)"
2020-21,1.3,2025,"Macro Tax Summary - Income Tax, NICs, Capital Gains Tax (Breakdown 4)"
2021-22,1.4,2025,"Macro Tax Summary - Income Tax, NICs, Capital Gains Tax (Breakdown 4)"
2022-23,1.5,2025,"Macro Tax Summary - Income Tax, NICs, Capital Gains Tax (Breakdown 4)"
2023-24,1.5,2025,"Macro Tax Summary - Income Tax, NICs, Capital Gains Tax (Breakdown 4)"
2005-06,10.7,2025,"Macro Tax Summary - Income Tax, NICs, Capital Gains Tax (Breakdown 5)"
2006-07,10.9,2025,"Macro Tax Summary - Income Tax, NICs, Capital Gains Tax (Breakdown 5)"
2007-08,11.5,2025,"Macro Tax Summary - Income Tax, NICs, Capital Gains Tax (Breakdown 5)"
2008-09,9.9,2025,"Macro Tax Summary - Income Tax, NICs, Capital Gains Tax (Breakdown 5)"
2009-10,10.5,2025,"Macro Tax Summary - Income Tax, NICs, Capital Gains Tax (Breakdown 5)"
2010-11,12.4,2025,"Macro Tax Summary - Income Tax, NICs, Capital Gains Tax (Breakdown 5)"
2011-12,11.9,2025,"Macro Tax Summary - Income Tax, NICs, Capital Gains Tax (Breakdown 5)"
2012-13,13.6,2025,"Macro Tax Summary - Income Tax, NICs, Capital Gains Tax (Breakdown 5)"
2013-14,14.9,2025,"Macro Tax Summary - Income Tax, NICs, Capital Gains Tax (Breakdown 5)"
2014-15,12.5,2025,"Macro Tax Summary - Income Tax, NICs, Capital Gains Tax (Breakdown 5)"
2015-16,12.7,2025,"Macro Tax Summary - Income Tax, NICs, Capital Gains Tax (Breakdown 5)"
2016-17,11.4,2025,"Macro Tax Summary - Income Tax, NICs, Capital Gains Tax (Breakdown 5)"
2017-18,10.9,2025,"Macro Tax Summary - Income Tax, NICs, Capital Gains Tax (Breakdown 5)"
2018-19,12.2,2025,"Macro Tax Summary - Income Tax, NICs, Capital Gains Tax (Breakdown 5)"
2019-20,12.1,2025,"Macro Tax Summary - Income Tax, NICs, Capital Gains Tax (Breakdown 5)"
2020-21,12.0,2025,"Macro Tax Summary - Income Tax, NICs, Capital Gains Tax (Breakdown 5)"
2021-22,14.4,2025,"Macro Tax Summary - Income Tax, NICs, Capital Gains Tax (Breakdown 5)"
2022-23,13.4,2025,"Macro Tax Summary - Income Tax, NICs, Capital Gains Tax (Breakdown 5)"
2023-24,14.4,2025,"Macro Tax Summary - Income Tax, NICs, Capital Gains Tax (Breakdown 5)"
2005-06,4.6,2022,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 1)"
2005-06,4.6,2023,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 1)"
2006-07,4.6,2022,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 1)"
2006-07,4.6,2023,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 1)"
2007-08,5.7,2022,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 1)"
2007-08,5.7,2023,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 1)"
2008-09,4.5,2022,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 1)"
2008-09,4.5,2023,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 1)"
2009-10,4.6,2022,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 1)"
2009-10,4.6,2023,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 1)"
2010-11,5.6,2022,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 1)"
2010-11,5.8,2023,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 1)"
2011-12,5.5,2022,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 1)"
2011-12,5.4,2023,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 1)"
2012-13,7.1,2022,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 1)"
2012-13,7.1,2023,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 1)"
2013-14,8.4,2022,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 1)"
2013-14,8.3,2023,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 1)"
2014-15,9.4,2022,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 1)"
2014-15,9.4,2023,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 1)"
2015-16,6.5,2022,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 1)"
2015-16,6.5,2023,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 1)"
2016-17,5.7,2022,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 1)"
2016-17,5.7,2023,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 1)"
2017-18,5.8,2022,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 1)"
2017-18,5.4,2023,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 1)"
2018-19,6.3,2022,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 1)"
2018-19,7.1,2023,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 1)"
2019-20,6.2,2022,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 1)"
2019-20,5.6,2023,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 1)"
2020-21,7.4,2022,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 1)"
2020-21,6.1,2023,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 1)"
2021-22,7.8,2023,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 1)"
2005-06,3.2,2022,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 2)"
2005-06,3.2,2023,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 2)"
2006-07,3.1,2022,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 2)"
2006-07,3.2,2023,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 2)"
2007-08,3.4,2022,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 2)"
2007-08,3.5,2023,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 2)"
2008-09,2.9,2022,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 2)"
2008-09,2.9,2023,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 2)"
2009-10,3.3,2022,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 2)"
2009-10,3.3,2023,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 2)"
2010-11,3.8,2022,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 2)"
2010-11,3.8,2023,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 2)"
2011-12,3.5,2022,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 2)"
2011-12,3.6,2023,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 2)"
2012-13,3.4,2022,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 2)"
2012-13,3.4,2023,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 2)"
2013-14,3.9,2022,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 2)"
2013-14,4.0,2023,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 2)"
2014-15,3.3,2022,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 2)"
2014-15,3.4,2023,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 2)"
2015-16,3.6,2022,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 2)"
2015-16,3.6,2023,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 2)"
2016-17,3.4,2022,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 2)"
2016-17,3.5,2023,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 2)"
2017-18,2.9,2022,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 2)"
2017-18,3.1,2023,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 2)"
2018-19,3.2,2022,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 2)"
2018-19,3.2,2023,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 2)"
2019-20,2.8,2022,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 2)"
2019-20,2.9,2023,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 2)"
2020-21,2.9,2022,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 2)"
2020-21,2.6,2023,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 2)"
2021-22,2.9,2023,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 2)"
2005-06,1.5,2022,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 3)"
2005-06,1.5,2023,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 3)"
2006-07,1.6,2022,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 3)"
2006-07,1.6,2023,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 3)"
2007-08,0.9,2022,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 3)"
2007-08,0.9,2023,"Macro Tax Summary - Income tax, NICs, Capital Gains Tax (Breakdown 3)"
