Financial_Year,Tax_Gap_Billion,Source_Publication_Year,Tax_Type
2006-07,0.068,2022,Macro Tax Summary - Total percentage tax gap (%) (Breakdown 1)
2007-08,0.062,2022,Macro Tax Summary - Total percentage tax gap (%) (Breakdown 1)
2008-09,0.069,2022,Macro Tax Summary - Total percentage tax gap (%) (Breakdown 1)
2009-10,0.066,2022,Macro Tax Summary - Total percentage tax gap (%) (Breakdown 1)
2010-11,0.063,2022,Macro Tax Summary - Total percentage tax gap (%) (Breakdown 1)
2011-12,0.063,2022,Macro Tax Summary - Total percentage tax gap (%) (Breakdown 1)
2012-13,0.067,2022,Macro Tax Summary - Total percentage tax gap (%) (Breakdown 1)
2013-14,0.072,2022,Macro Tax Summary - Total percentage tax gap (%) (Breakdown 1)
2014-15,0.067,2022,Macro Tax Summary - Total percentage tax gap (%) (Breakdown 1)
2015-16,0.06,2022,Macro Tax Summary - Total percentage tax gap (%) (Breakdown 1)
2016-17,0.056,2022,Macro Tax Summary - Total percentage tax gap (%) (Breakdown 1)
2017-18,0.052,2022,Macro Tax Summary - Total percentage tax gap (%) (Breakdown 1)
2018-19,0.049,2022,Macro Tax Summary - Total percentage tax gap (%) (Breakdown 1)
2019-20,0.051,2022,Macro Tax Summary - Total percentage tax gap (%) (Breakdown 1)
2020-21,0.051,2022,Macro Tax Summary - Total percentage tax gap (%) (Breakdown 1)
2005-06,33.0,2022,Macro Tax Summary - Total tax gap (Breakdown 1)
2005-06,32.6,2023,Macro Tax Summary - Total tax gap (Breakdown 1)
2005-06,32.5,2025,Macro Tax Summary - Total tax gap (Breakdown 1)
2006-07,31.0,2022,Macro Tax Summary - Total tax gap (Breakdown 1)
2006-07,30.3,2023,Macro Tax Summary - Total tax gap (Breakdown 1)
2006-07,30.4,2025,Macro Tax Summary - Total tax gap (Breakdown 1)
2007-08,30.0,2022,Macro Tax Summary - Total tax gap (Breakdown 1)
2007-08,29.5,2023,Macro Tax Summary - Total tax gap (Breakdown 1)
2007-08,29.5,2025,Macro Tax Summary - Total tax gap (Breakdown 1)
2008-09,33.0,2022,Macro Tax Summary - Total tax gap (Breakdown 1)
2008-09,32.2,2023,Macro Tax Summary - Total tax gap (Breakdown 1)
2008-09,31.6,2025,Macro Tax Summary - Total tax gap (Breakdown 1)
2009-10,29.0,2022,Macro Tax Summary - Total tax gap (Breakdown 1)
2009-10,28.8,2023,Macro Tax Summary - Total tax gap (Breakdown 1)
2009-10,28.6,2025,Macro Tax Summary - Total tax gap (Breakdown 1)
2010-11,31.0,2022,Macro Tax Summary - Total tax gap (Breakdown 1)
2010-11,29.8,2023,Macro Tax Summary - Total tax gap (Breakdown 1)
2010-11,29.6,2025,Macro Tax Summary - Total tax gap (Breakdown 1)
2011-12,31.0,2022,Macro Tax Summary - Total tax gap (Breakdown 1)
2011-12,30.2,2023,Macro Tax Summary - Total tax gap (Breakdown 1)
2011-12,30.1,2025,Macro Tax Summary - Total tax gap (Breakdown 1)
2012-13,34.0,2022,Macro Tax Summary - Total tax gap (Breakdown 1)
2012-13,33.1,2023,Macro Tax Summary - Total tax gap (Breakdown 1)
2012-13,33.1,2025,Macro Tax Summary - Total tax gap (Breakdown 1)
2013-14,38.0,2022,Macro Tax Summary - Total tax gap (Breakdown 1)
2013-14,37.1,2023,Macro Tax Summary - Total tax gap (Breakdown 1)
2013-14,36.5,2025,Macro Tax Summary - Total tax gap (Breakdown 1)
2014-15,37.0,2022,Macro Tax Summary - Total tax gap (Breakdown 1)
2014-15,36.3,2023,Macro Tax Summary - Total tax gap (Breakdown 1)
2014-15,32.8,2025,Macro Tax Summary - Total tax gap (Breakdown 1)
2015-16,34.0,2022,Macro Tax Summary - Total tax gap (Breakdown 1)
2015-16,32.8,2023,Macro Tax Summary - Total tax gap (Breakdown 1)
2015-16,33.0,2025,Macro Tax Summary - Total tax gap (Breakdown 1)
2016-17,34.0,2022,Macro Tax Summary - Total tax gap (Breakdown 1)
2016-17,33.1,2023,Macro Tax Summary - Total tax gap (Breakdown 1)
2016-17,32.7,2025,Macro Tax Summary - Total tax gap (Breakdown 1)
2017-18,33.0,2022,Macro Tax Summary - Total tax gap (Breakdown 1)
2017-18,31.2,2023,Macro Tax Summary - Total tax gap (Breakdown 1)
2017-18,31.9,2025,Macro Tax Summary - Total tax gap (Breakdown 1)
2018-19,32.0,2022,Macro Tax Summary - Total tax gap (Breakdown 1)
2018-19,32.1,2023,Macro Tax Summary - Total tax gap (Breakdown 1)
2018-19,33.3,2025,Macro Tax Summary - Total tax gap (Breakdown 1)
2019-20,34.0,2022,Macro Tax Summary - Total tax gap (Breakdown 1)
2019-20,34.5,2023,Macro Tax Summary - Total tax gap (Breakdown 1)
2019-20,38.5,2025,Macro Tax Summary - Total tax gap (Breakdown 1)
2020-21,32.0,2022,Macro Tax Summary - Total tax gap (Breakdown 1)
2020-21,30.8,2023,Macro Tax Summary - Total tax gap (Breakdown 1)
2020-21,34.2,2025,Macro Tax Summary - Total tax gap (Breakdown 1)
2021-22,35.8,2023,Macro Tax Summary - Total tax gap (Breakdown 1)
2021-22,41.8,2025,Macro Tax Summary - Total tax gap (Breakdown 1)
2022-23,46.4,2025,Macro Tax Summary - Total tax gap (Breakdown 1)
2023-24,46.8,2025,Macro Tax Summary - Total tax gap (Breakdown 1)
2005-06,436.0,2022,Macro Tax Summary - Total theoretical tax liabilities (Breakdown 1)
2006-07,460.0,2022,Macro Tax Summary - Total theoretical tax liabilities (Breakdown 1)
2007-08,487.0,2022,Macro Tax Summary - Total theoretical tax liabilities (Breakdown 1)
2008-09,479.0,2022,Macro Tax Summary - Total theoretical tax liabilities (Breakdown 1)
2009-10,444.0,2022,Macro Tax Summary - Total theoretical tax liabilities (Breakdown 1)
2010-11,484.0,2022,Macro Tax Summary - Total theoretical tax liabilities (Breakdown 1)
2011-12,503.0,2022,Macro Tax Summary - Total theoretical tax liabilities (Breakdown 1)
2012-13,507.0,2022,Macro Tax Summary - Total theoretical tax liabilities (Breakdown 1)
2013-14,530.0,2022,Macro Tax Summary - Total theoretical tax liabilities (Breakdown 1)
2014-15,551.0,2022,Macro Tax Summary - Total theoretical tax liabilities (Breakdown 1)
2015-16,567.0,2022,Macro Tax Summary - Total theoretical tax liabilities (Breakdown 1)
2016-17,602.0,2022,Macro Tax Summary - Total theoretical tax liabilities (Breakdown 1)
2017-18,627.0,2022,Macro Tax Summary - Total theoretical tax liabilities (Breakdown 1)
2018-19,654.0,2022,Macro Tax Summary - Total theoretical tax liabilities (Breakdown 1)
2019-20,672.0,2022,Macro Tax Summary - Total theoretical tax liabilities (Breakdown 1)
2020-21,635.0,2022,Macro Tax Summary - Total theoretical tax liabilities (Breakdown 1)
2005-06,437.9,2023,Macro Tax Summary - Total theoretical tax liability (Breakdown 1)
2005-06,437.7,2025,Macro Tax Summary - Total theoretical tax liability (Breakdown 1)
2006-07,459.8,2023,Macro Tax Summary - Total theoretical tax liability (Breakdown 1)
2006-07,460.0,2025,Macro Tax Summary - Total theoretical tax liability (Breakdown 1)
2007-08,485.4,2023,Macro Tax Summary - Total theoretical tax liability (Breakdown 1)
2007-08,485.5,2025,Macro Tax Summary - Total theoretical tax liability (Breakdown 1)
2008-09,466.5,2023,Macro Tax Summary - Total theoretical tax liability (Breakdown 1)
2008-09,465.9,2025,Macro Tax Summary - Total theoretical tax liability (Breakdown 1)
2009-10,450.3,2023,Macro Tax Summary - Total theoretical tax liability (Breakdown 1)
2009-10,450.1,2025,Macro Tax Summary - Total theoretical tax liability (Breakdown 1)
2010-11,478.4,2023,Macro Tax Summary - Total theoretical tax liability (Breakdown 1)
2010-11,478.2,2025,Macro Tax Summary - Total theoretical tax liability (Breakdown 1)
2011-12,502.5,2023,Macro Tax Summary - Total theoretical tax liability (Breakdown 1)
2011-12,502.3,2025,Macro Tax Summary - Total theoretical tax liability (Breakdown 1)
2012-13,505.4,2023,Macro Tax Summary - Total theoretical tax liability (Breakdown 1)
2012-13,505.4,2025,Macro Tax Summary - Total theoretical tax liability (Breakdown 1)
2013-14,528.8,2023,Macro Tax Summary - Total theoretical tax liability (Breakdown 1)
2013-14,528.3,2025,Macro Tax Summary - Total theoretical tax liability (Breakdown 1)
2014-15,549.5,2023,Macro Tax Summary - Total theoretical tax liability (Breakdown 1)
2014-15,546.2,2025,Macro Tax Summary - Total theoretical tax liability (Breakdown 1)
2015-16,567.7,2023,Macro Tax Summary - Total theoretical tax liability (Breakdown 1)
2015-16,568.6,2025,Macro Tax Summary - Total theoretical tax liability (Breakdown 1)
2016-17,601.0,2023,Macro Tax Summary - Total theoretical tax liability (Breakdown 1)
2016-17,598.5,2025,Macro Tax Summary - Total theoretical tax liability (Breakdown 1)
2017-18,624.4,2023,Macro Tax Summary - Total theoretical tax liability (Breakdown 1)
2017-18,625.2,2025,Macro Tax Summary - Total theoretical tax liability (Breakdown 1)
2018-19,650.6,2023,Macro Tax Summary - Total theoretical tax liability (Breakdown 1)
2018-19,650.2,2025,Macro Tax Summary - Total theoretical tax liability (Breakdown 1)
2019-20,658.1,2023,Macro Tax Summary - Total theoretical tax liability (Breakdown 1)
2019-20,664.8,2025,Macro Tax Summary - Total theoretical tax liability (Breakdown 1)
2020-21,642.9,2023,Macro Tax Summary - Total theoretical tax liability (Breakdown 1)
2020-21,642.2,2025,Macro Tax Summary - Total theoretical tax liability (Breakdown 1)
2021-22,739.3,2023,Macro Tax Summary - Total theoretical tax liability (Breakdown 1)
2021-22,743.3,2025,Macro Tax Summary - Total theoretical tax liability (Breakdown 1)
2022-23,822.3,2025,Macro Tax Summary - Total theoretical tax liability (Breakdown 1)
2023-24,876.0,2025,Macro Tax Summary - Total theoretical tax liability (Breakdown 1)
2005-06,11.6,2025,Macro Tax Summary - VAT (Breakdown 1)
2006-07,9.8,2025,Macro Tax Summary - VAT (Breakdown 1)
2007-08,9.0,2025,Macro Tax Summary - VAT (Breakdown 1)
2008-09,12.5,2025,Macro Tax Summary - VAT (Breakdown 1)
2009-10,9.7,2025,Macro Tax Summary - VAT (Breakdown 1)
2010-11,9.3,2025,Macro Tax Summary - VAT (Breakdown 1)
2011-12,11.4,2025,Macro Tax Summary - VAT (Breakdown 1)
2012-13,12.0,2025,Macro Tax Summary - VAT (Breakdown 1)
2013-14,12.9,2025,Macro Tax Summary - VAT (Breakdown 1)
2014-15,11.5,2025,Macro Tax Summary - VAT (Breakdown 1)
2015-16,10.9,2025,Macro Tax Summary - VAT (Breakdown 1)
2016-17,11.4,2025,Macro Tax Summary - VAT (Breakdown 1)
2017-18,11.2,2025,Macro Tax Summary - VAT (Breakdown 1)
2018-19,9.7,2025,Macro Tax Summary - VAT (Breakdown 1)
2019-20,12.0,2025,Macro Tax Summary - VAT (Breakdown 1)
2020-21,7.0,2025,Macro Tax Summary - VAT (Breakdown 1)
2021-22,8.4,2025,Macro Tax Summary - VAT (Breakdown 1)
2022-23,13.1,2025,Macro Tax Summary - VAT (Breakdown 1)
2023-24,8.9,2025,Macro Tax Summary - VAT (Breakdown 1)
2005-06,12.0,2022,Macro Tax Summary - Value Added Tax (Breakdown 1)
2005-06,11.9,2023,Macro Tax Summary - Value Added Tax (Breakdown 1)
2006-07,10.7,2022,Macro Tax Summary - Value Added Tax (Breakdown 1)
2006-07,9.7,2023,Macro Tax Summary - Value Added Tax (Breakdown 1)
2007-08,10.2,2022,Macro Tax Summary - Value Added Tax (Breakdown 1)
2007-08,9.1,2023,Macro Tax Summary - Value Added Tax (Breakdown 1)
2008-09,13.9,2022,Macro Tax Summary - Value Added Tax (Breakdown 1)
2008-09,13.2,2023,Macro Tax Summary - Value Added Tax (Breakdown 1)
2009-10,10.4,2022,Macro Tax Summary - Value Added Tax (Breakdown 1)
2009-10,10.0,2023,Macro Tax Summary - Value Added Tax (Breakdown 1)
2010-11,10.6,2022,Macro Tax Summary - Value Added Tax (Breakdown 1)
2010-11,9.6,2023,Macro Tax Summary - Value Added Tax (Breakdown 1)
2011-12,12.8,2022,Macro Tax Summary - Value Added Tax (Breakdown 1)
2011-12,11.8,2023,Macro Tax Summary - Value Added Tax (Breakdown 1)
2012-13,13.2,2022,Macro Tax Summary - Value Added Tax (Breakdown 1)
2012-13,12.3,2023,Macro Tax Summary - Value Added Tax (Breakdown 1)
2013-14,14.1,2022,Macro Tax Summary - Value Added Tax (Breakdown 1)
2013-14,13.4,2023,Macro Tax Summary - Value Added Tax (Breakdown 1)
2014-15,12.8,2022,Macro Tax Summary - Value Added Tax (Breakdown 1)
2014-15,12.0,2023,Macro Tax Summary - Value Added Tax (Breakdown 1)
2015-16,11.8,2022,Macro Tax Summary - Value Added Tax (Breakdown 1)
2015-16,10.8,2023,Macro Tax Summary - Value Added Tax (Breakdown 1)
2016-17,12.1,2022,Macro Tax Summary - Value Added Tax (Breakdown 1)
2016-17,11.7,2023,Macro Tax Summary - Value Added Tax (Breakdown 1)
2017-18,11.0,2022,Macro Tax Summary - Value Added Tax (Breakdown 1)
2017-18,10.6,2023,Macro Tax Summary - Value Added Tax (Breakdown 1)
2018-19,9.5,2022,Macro Tax Summary - Value Added Tax (Breakdown 1)
2018-19,9.0,2023,Macro Tax Summary - Value Added Tax (Breakdown 1)
2019-20,12.5,2022,Macro Tax Summary - Value Added Tax (Breakdown 1)
2019-20,11.3,2023,Macro Tax Summary - Value Added Tax (Breakdown 1)
2020-21,9.0,2022,Macro Tax Summary - Value Added Tax (Breakdown 1)
2020-21,6.3,2023,Macro Tax Summary - Value Added Tax (Breakdown 1)
2021-22,7.6,2023,Macro Tax Summary - Value Added Tax (Breakdown 1)
2005-06,72.9,2022,VAT Detail - Net VAT receipts (Breakdown 1)
2006-07,77.4,2022,VAT Detail - Net VAT receipts (Breakdown 1)
2007-08,80.6,2022,VAT Detail - Net VAT receipts (Breakdown 1)
2008-09,78.8,2022,VAT Detail - Net VAT receipts (Breakdown 1)
2009-10,70.1,2022,VAT Detail - Net VAT receipts (Breakdown 1)
2010-11,83.5,2022,VAT Detail - Net VAT receipts (Breakdown 1)
2011-12,98.3,2022,VAT Detail - Net VAT receipts (Breakdown 1)
2012-13,100.6,2022,VAT Detail - Net VAT receipts (Breakdown 1)
2013-14,104.8,2022,VAT Detail - Net VAT receipts (Breakdown 1)
2014-15,111.4,2022,VAT Detail - Net VAT receipts (Breakdown 1)
2015-16,114.9,2022,VAT Detail - Net VAT receipts (Breakdown 1)
2016-17,119.8,2022,VAT Detail - Net VAT receipts (Breakdown 1)
2017-18,126.5,2022,VAT Detail - Net VAT receipts (Breakdown 1)
2018-19,132.5,2022,VAT Detail - Net VAT receipts (Breakdown 1)
2019-20,130.1,2022,VAT Detail - Net VAT receipts (Breakdown 1)
2020-21,101.4,2022,VAT Detail - Net VAT receipts (Breakdown 1)
2005-06,72.9,2022,VAT Detail - Net VAT receipts (with adjustment for VAT payments deferral) (Breakdown 1)
2006-07,77.4,2022,VAT Detail - Net VAT receipts (with adjustment for VAT payments deferral) (Breakdown 1)
2007-08,80.6,2022,VAT Detail - Net VAT receipts (with adjustment for VAT payments deferral) (Breakdown 1)
2008-09,78.8,2022,VAT Detail - Net VAT receipts (with adjustment for VAT payments deferral) (Breakdown 1)
2009-10,70.1,2022,VAT Detail - Net VAT receipts (with adjustment for VAT payments deferral) (Breakdown 1)
2010-11,83.5,2022,VAT Detail - Net VAT receipts (with adjustment for VAT payments deferral) (Breakdown 1)
2011-12,98.3,2022,VAT Detail - Net VAT receipts (with adjustment for VAT payments deferral) (Breakdown 1)
2012-13,100.6,2022,VAT Detail - Net VAT receipts (with adjustment for VAT payments deferral) (Breakdown 1)
2013-14,104.8,2022,VAT Detail - Net VAT receipts (with adjustment for VAT payments deferral) (Breakdown 1)
2014-15,111.4,2022,VAT Detail - Net VAT receipts (with adjustment for VAT payments deferral) (Breakdown 1)
2015-16,114.9,2022,VAT Detail - Net VAT receipts (with adjustment for VAT payments deferral) (Breakdown 1)
2016-17,119.8,2022,VAT Detail - Net VAT receipts (with adjustment for VAT payments deferral) (Breakdown 1)
2017-18,126.5,2022,VAT Detail - Net VAT receipts (with adjustment for VAT payments deferral) (Breakdown 1)
2018-19,132.5,2022,VAT Detail - Net VAT receipts (with adjustment for VAT payments deferral) (Breakdown 1)
2019-20,135.1,2022,VAT Detail - Net VAT receipts (with adjustment for VAT payments deferral) (Breakdown 1)
2020-21,120.4,2022,VAT Detail - Net VAT receipts (with adjustment for VAT payments deferral) (Breakdown 1)
2005-06,84.9,2022,VAT Detail - Net VTTL (Breakdown 1)
2006-07,88.1,2022,VAT Detail - Net VTTL (Breakdown 1)
2007-08,90.8,2022,VAT Detail - Net VTTL (Breakdown 1)
2008-09,92.7,2022,VAT Detail - Net VTTL (Breakdown 1)
2009-10,80.5,2022,VAT Detail - Net VTTL (Breakdown 1)
2010-11,94.1,2022,VAT Detail - Net VTTL (Breakdown 1)
2011-12,111.1,2022,VAT Detail - Net VTTL (Breakdown 1)
2012-13,113.9,2022,VAT Detail - Net VTTL (Breakdown 1)
2013-14,118.8,2022,VAT Detail - Net VTTL (Breakdown 1)
2014-15,124.3,2022,VAT Detail - Net VTTL (Breakdown 1)
2015-16,126.7,2022,VAT Detail - Net VTTL (Breakdown 1)
2016-17,131.8,2022,VAT Detail - Net VTTL (Breakdown 1)
2017-18,137.4,2022,VAT Detail - Net VTTL (Breakdown 1)
2018-19,142.0,2022,VAT Detail - Net VTTL (Breakdown 1)
2019-20,147.6,2022,VAT Detail - Net VTTL (Breakdown 1)
2020-21,129.4,2022,VAT Detail - Net VTTL (Breakdown 1)
2005-06,84.8,2023,VAT Detail - Theoretical VAT liability (Breakdown 1)
2005-06,84.6,2025,VAT Detail - Theoretical VAT liability (Breakdown 1)
2006-07,87.1,2023,VAT Detail - Theoretical VAT liability (Breakdown 1)
2006-07,87.1,2025,VAT Detail - Theoretical VAT liability (Breakdown 1)
2007-08,89.7,2023,VAT Detail - Theoretical VAT liability (Breakdown 1)
2007-08,89.6,2025,VAT Detail - Theoretical VAT liability (Breakdown 1)
2008-09,92.1,2023,VAT Detail - Theoretical VAT liability (Breakdown 1)
2008-09,91.4,2025,VAT Detail - Theoretical VAT liability (Breakdown 1)
2009-10,80.1,2023,VAT Detail - Theoretical VAT liability (Breakdown 1)
2009-10,79.8,2025,VAT Detail - Theoretical VAT liability (Breakdown 1)
2010-11,93.1,2023,VAT Detail - Theoretical VAT liability (Breakdown 1)
2010-11,92.9,2025,VAT Detail - Theoretical VAT liability (Breakdown 1)
2011-12,110.1,2023,VAT Detail - Theoretical VAT liability (Breakdown 1)
2011-12,109.7,2025,VAT Detail - Theoretical VAT liability (Breakdown 1)
2012-13,112.9,2023,VAT Detail - Theoretical VAT liability (Breakdown 1)
2012-13,112.6,2025,VAT Detail - Theoretical VAT liability (Breakdown 1)
2013-14,118.1,2023,VAT Detail - Theoretical VAT liability (Breakdown 1)
2013-14,117.7,2025,VAT Detail - Theoretical VAT liability (Breakdown 1)
2014-15,123.4,2023,VAT Detail - Theoretical VAT liability (Breakdown 1)
2014-15,122.9,2025,VAT Detail - Theoretical VAT liability (Breakdown 1)
2015-16,125.7,2023,VAT Detail - Theoretical VAT liability (Breakdown 1)
2015-16,125.8,2025,VAT Detail - Theoretical VAT liability (Breakdown 1)
2016-17,131.4,2023,VAT Detail - Theoretical VAT liability (Breakdown 1)
2016-17,131.2,2025,VAT Detail - Theoretical VAT liability (Breakdown 1)
2017-18,137.1,2023,VAT Detail - Theoretical VAT liability (Breakdown 1)
2017-18,137.6,2025,VAT Detail - Theoretical VAT liability (Breakdown 1)
2018-19,141.5,2023,VAT Detail - Theoretical VAT liability (Breakdown 1)
2018-19,142.2,2025,VAT Detail - Theoretical VAT liability (Breakdown 1)
2019-20,146.1,2023,VAT Detail - Theoretical VAT liability (Breakdown 1)
2019-20,146.8,2025,VAT Detail - Theoretical VAT liability (Breakdown 1)
2020-21,127.0,2023,VAT Detail - Theoretical VAT liability (Breakdown 1)
2020-21,127.6,2025,VAT Detail - Theoretical VAT liability (Breakdown 1)
2021-22,141.7,2023,VAT Detail - Theoretical VAT liability (Breakdown 1)
2021-22,143.2,2025,VAT Detail - Theoretical VAT liability (Breakdown 1)
2022-23,169.5,2025,VAT Detail - Theoretical VAT liability (Breakdown 1)
2023-24,176.5,2025,VAT Detail - Theoretical VAT liability (Breakdown 1)
2005-06,0.141,2022,VAT Detail - VAT gap % (Breakdown 1)
2006-07,0.122,2022,VAT Detail - VAT gap % (Breakdown 1)
2007-08,0.113,2022,VAT Detail - VAT gap % (Breakdown 1)
2008-09,0.15,2022,VAT Detail - VAT gap % (Breakdown 1)
2009-10,0.129,2022,VAT Detail - VAT gap % (Breakdown 1)
2010-11,0.112,2022,VAT Detail - VAT gap % (Breakdown 1)
2011-12,0.115,2022,VAT Detail - VAT gap % (Breakdown 1)
2012-13,0.116,2022,VAT Detail - VAT gap % (Breakdown 1)
2013-14,0.118,2022,VAT Detail - VAT gap % (Breakdown 1)
2014-15,0.103,2022,VAT Detail - VAT gap % (Breakdown 1)
2015-16,0.093,2022,VAT Detail - VAT gap % (Breakdown 1)
2016-17,0.091,2022,VAT Detail - VAT gap % (Breakdown 1)
2017-18,0.08,2022,VAT Detail - VAT gap % (Breakdown 1)
2018-19,0.067,2022,VAT Detail - VAT gap % (Breakdown 1)
2019-20,0.085,2022,VAT Detail - VAT gap % (Breakdown 1)
2020-21,0.07,2022,VAT Detail - VAT gap % (Breakdown 1)
2005-06,12.0,2022,VAT Detail - VAT gap (Breakdown 1)
2005-06,11.9,2023,VAT Detail - VAT gap (Breakdown 1)
2005-06,11.6,2025,VAT Detail - VAT gap (Breakdown 1)
2006-07,10.7,2022,VAT Detail - VAT gap (Breakdown 1)
2006-07,9.7,2023,VAT Detail - VAT gap (Breakdown 1)
2006-07,9.8,2025,VAT Detail - VAT gap (Breakdown 1)
2007-08,10.2,2022,VAT Detail - VAT gap (Breakdown 1)
2007-08,9.1,2023,VAT Detail - VAT gap (Breakdown 1)
2007-08,9.0,2025,VAT Detail - VAT gap (Breakdown 1)
2008-09,13.9,2022,VAT Detail - VAT gap (Breakdown 1)
2008-09,13.2,2023,VAT Detail - VAT gap (Breakdown 1)
2008-09,12.5,2025,VAT Detail - VAT gap (Breakdown 1)
2009-10,10.4,2022,VAT Detail - VAT gap (Breakdown 1)
2009-10,10.0,2023,VAT Detail - VAT gap (Breakdown 1)
2009-10,9.7,2025,VAT Detail - VAT gap (Breakdown 1)
2010-11,10.6,2022,VAT Detail - VAT gap (Breakdown 1)
2010-11,9.6,2023,VAT Detail - VAT gap (Breakdown 1)
2010-11,9.3,2025,VAT Detail - VAT gap (Breakdown 1)
2011-12,12.8,2022,VAT Detail - VAT gap (Breakdown 1)
2011-12,11.8,2023,VAT Detail - VAT gap (Breakdown 1)
2011-12,11.4,2025,VAT Detail - VAT gap (Breakdown 1)
2012-13,13.2,2022,VAT Detail - VAT gap (Breakdown 1)
2012-13,12.3,2023,VAT Detail - VAT gap (Breakdown 1)
2012-13,12.0,2025,VAT Detail - VAT gap (Breakdown 1)
2013-14,14.1,2022,VAT Detail - VAT gap (Breakdown 1)
2013-14,13.4,2023,VAT Detail - VAT gap (Breakdown 1)
2013-14,12.9,2025,VAT Detail - VAT gap (Breakdown 1)
2014-15,12.8,2022,VAT Detail - VAT gap (Breakdown 1)
2014-15,12.0,2023,VAT Detail - VAT gap (Breakdown 1)
2014-15,11.5,2025,VAT Detail - VAT gap (Breakdown 1)
2015-16,11.8,2022,VAT Detail - VAT gap (Breakdown 1)
2015-16,10.8,2023,VAT Detail - VAT gap (Breakdown 1)
2015-16,10.9,2025,VAT Detail - VAT gap (Breakdown 1)
2016-17,12.1,2022,VAT Detail - VAT gap (Breakdown 1)
2016-17,11.7,2023,VAT Detail - VAT gap (Breakdown 1)
2016-17,11.4,2025,VAT Detail - VAT gap (Breakdown 1)
2017-18,11.0,2022,VAT Detail - VAT gap (Breakdown 1)
2017-18,10.6,2023,VAT Detail - VAT gap (Breakdown 1)
2017-18,11.2,2025,VAT Detail - VAT gap (Breakdown 1)
2018-19,9.5,2022,VAT Detail - VAT gap (Breakdown 1)
2018-19,9.0,2023,VAT Detail - VAT gap (Breakdown 1)
2018-19,9.7,2025,VAT Detail - VAT gap (Breakdown 1)
2019-20,12.5,2022,VAT Detail - VAT gap (Breakdown 1)
2019-20,11.3,2023,VAT Detail - VAT gap (Breakdown 1)
2019-20,12.0,2025,VAT Detail - VAT gap (Breakdown 1)
2020-21,9.0,2022,VAT Detail - VAT gap (Breakdown 1)
2020-21,6.3,2023,VAT Detail - VAT gap (Breakdown 1)
2020-21,7.0,2025,VAT Detail - VAT gap (Breakdown 1)
2021-22,7.6,2023,VAT Detail - VAT gap (Breakdown 1)
2021-22,8.4,2025,VAT Detail - VAT gap (Breakdown 1)
2022-23,13.1,2025,VAT Detail - VAT gap (Breakdown 1)
2023-24,8.9,2025,VAT Detail - VAT gap (Breakdown 1)
2005-06,0.9,2025,VAT Detail - VAT gap of which non-payment (Breakdown 1)
2006-07,0.9,2025,VAT Detail - VAT gap of which non-payment (Breakdown 1)
2007-08,0.8,2022,VAT Detail - VAT gap of which non-payment (Breakdown 1)
2007-08,0.8,2023,VAT Detail - VAT gap of which non-payment (Breakdown 1)
2007-08,0.8,2025,VAT Detail - VAT gap of which non-payment (Breakdown 1)
2008-09,2.4,2022,VAT Detail - VAT gap of which non-payment (Breakdown 1)
2008-09,2.4,2023,VAT Detail - VAT gap of which non-payment (Breakdown 1)
2008-09,2.4,2025,VAT Detail - VAT gap of which non-payment (Breakdown 1)
2009-10,1.8,2022,VAT Detail - VAT gap of which non-payment (Breakdown 1)
2009-10,1.8,2023,VAT Detail - VAT gap of which non-payment (Breakdown 1)
2009-10,1.8,2025,VAT Detail - VAT gap of which non-payment (Breakdown 1)
2010-11,0.9,2022,VAT Detail - VAT gap of which non-payment (Breakdown 1)
2010-11,0.9,2023,VAT Detail - VAT gap of which non-payment (Breakdown 1)
2010-11,0.9,2025,VAT Detail - VAT gap of which non-payment (Breakdown 1)
2011-12,1.8,2022,VAT Detail - VAT gap of which non-payment (Breakdown 1)
2011-12,1.8,2023,VAT Detail - VAT gap of which non-payment (Breakdown 1)
2011-12,1.8,2025,VAT Detail - VAT gap of which non-payment (Breakdown 1)
2012-13,1.3,2022,VAT Detail - VAT gap of which non-payment (Breakdown 1)
2012-13,1.3,2023,VAT Detail - VAT gap of which non-payment (Breakdown 1)
2012-13,1.3,2025,VAT Detail - VAT gap of which non-payment (Breakdown 1)
2013-14,1.2,2022,VAT Detail - VAT gap of which non-payment (Breakdown 1)
2013-14,1.2,2023,VAT Detail - VAT gap of which non-payment (Breakdown 1)
2013-14,1.2,2025,VAT Detail - VAT gap of which non-payment (Breakdown 1)
2014-15,1.5,2022,VAT Detail - VAT gap of which non-payment (Breakdown 1)
2014-15,1.5,2023,VAT Detail - VAT gap of which non-payment (Breakdown 1)
2014-15,1.5,2025,VAT Detail - VAT gap of which non-payment (Breakdown 1)
2015-16,1.6,2022,VAT Detail - VAT gap of which non-payment (Breakdown 1)
2015-16,1.6,2023,VAT Detail - VAT gap of which non-payment (Breakdown 1)
2015-16,1.6,2025,VAT Detail - VAT gap of which non-payment (Breakdown 1)
2016-17,1.5,2022,VAT Detail - VAT gap of which non-payment (Breakdown 1)
2016-17,1.5,2023,VAT Detail - VAT gap of which non-payment (Breakdown 1)
2016-17,1.5,2025,VAT Detail - VAT gap of which non-payment (Breakdown 1)
2017-18,2.2,2022,VAT Detail - VAT gap of which non-payment (Breakdown 1)
2017-18,1.6,2023,VAT Detail - VAT gap of which non-payment (Breakdown 1)
2017-18,1.6,2025,VAT Detail - VAT gap of which non-payment (Breakdown 1)
